"label"	"text"
"negative"	"Our 1st SEC contact about NYSE delay (7/2010) was none other than Mark Donohue. Same guy who botched early Madoff inquiry."
"negative"	"Sorry to the Directioners\u002c Beliebers\u002c Lovatics\u002c and Team Grimmie people who don\u2019t like BTR but tomorrow is going to be all to Kendall."
"negative"	"New: LISTEN TO OUR MONDAY MORNING INTERVIEW WITH CLIFF AVRIL: Tough loss to the Titans...  // <![CDATA[ Limeligh... http://t.co/3x0n8uSW"
"negative"	"Espanyol keeps on struggeling: 19th in La Liga & losing the Copa del Rey against Sevilla in de last ten minutes \u201983 and \u201993 (3-1)."
"negative"	"BJP members walk out from JPC meeting on 2G: Bharatiya Janata Party (BJP) members on Tuesday walked out of the p... http://t.co/pOvV7bds"
"negative"	"Btw\u002c whoever decided to use Rohypnol as a date rape drug\u002c may you get creepy diseases and may you wish to die every second of your life! >_<"
"negative"	"Ahhh Song Joongki.... why you still on the 3rd place ?? *sobs*"
"negative"	"This dude from Jerusalem say he can\u2019t take a test Thursday b/c holloween Wednesday&he\u2019s gonna have a hang over #purehonesty"
"negative"	"Looks for Tom Boonen but knows he\u2019ll be face down in a mountain of sherbet. Race day tomorrow. Prep of pros"
"negative"	"I want to go see LA AROLLADORA BANDA EL LIMON on Sunday October 14 in Pico Rivera! But Ivan doesn\u2019t wanna go :( who will go with me? Tix $35"
"negative"	"Gonzaga kids will be beaten to death in the Blair parking lot on Saturday #betthat"
"negative"	"@danggem cafE ONE?! \\"\"They lose Dongwoo on a Tuesday.\\"\" is the first lINE IS THAT THE RIGHT FIC NO IT DOESN\u2019T SEEM LIKE IT WAIT LINK ME?! LMAO"
"negative"	"Lakers vs Heat on Jan. 17th! It\u2019s D Wade\u2019s b day... I feel bad he\u2019ll lose on his birthday lololol"
"negative"	"Who are the dumb asses who decided to shutdown Main St on a Friday for a town of 50\u002c000+ for a Strawberry Festival"
"negative"	"At least I\u2019m going to eastern tomorrow. Livonia can scratch my balls."
"negative"	"I miss one day & it seems like they\u2019re about to give me ISS tomorrow. #wtf #pt"
"negative"	"Don\u2019t get me on the topic of Andrew Breitbart again. I cried like a child last Saturday."
"negative"	"Oh wait if George Osborne gets shipped out to space on the B ark from Douglas Adams\u2019 book\u002c he\u2019s going to demand an upgrade to 1st class..."
"negative"	"Cliff Avril leaves Detroit Lions game with back injury: Detroit Lions defensive end Cliff Avril left Sunday\u2019s game against the Minnes..."
"negative"	"I tried to get into Breakout Kings. Shit redundant after like the 5th episode lol. No wonder it got cancelled."
"negative"	"Jack Welch and Mort Zuckerman are always on giving \u2019wisdom\u2019. Isn\u2019t their business style part of what made this mess in the 1st. #leansix"
"negative"	"#Vbnss Daily Digit: Exchanges lost $1 mln a day - Oct 31 - NYSE\u002c Nasdaq\u002c and the CBOE each lost about $1 million in ... http://t.co/k7Zh7sgC"
"negative"	"Slept for about 11 hours. I seem to be in quite an odd mood. Ah well\u002c @SoundersFC in play offs tonight (2am) and Jack White on Sunday!!!"
"negative"	"@Kingmonkey70 It seems right back is a problem at the minute. Shotton was awful on tuesday."
"negative"	"i spelled dongwoo\u2019s name as songwoo.. omg\u002c who the hell is songwoo? the 8th infinite member???"
"negative"	"Weak D and a penalty set up a short TD run for Eastern.  \u2019Cats 17-14 with 2:08 left in 1st half."
"negative"	"Men\u2019s latest bedroom worry: \u201950 Shades\u2019: E L James\u2019 \u2019Fifty Shades of Grey\u2019 may be supercharging the sex-drives o... http://t.co/bUdnfyFz"
"negative"	"Mtn is acting like a bitch\u002c Eskom e tsere mabone. Mxm it really is a Monday hey"
"negative"	"Steve Emerson on Sun News Network with Michael Coren - Political correctness has damaged all aspects of life http://t.co/men0DloH"
"negative"	"@Malta73 I can\u2019t even try now cuz it closed at 10pm.. Funny though Maria said u guys may go away that week? I had asked if she wanted to go"
"negative"	"@youresuchaslut I go to church every Sunday since I was little. I\u2019ve sinned\u002c but idk. Young Life is great but they have the wrong idea about"
"negative"	"UK: Chancellor Osborne try to sneak into 1st class train with standard ticket   - Breaking News Buzz http://t.co/LV8RbngU"
"negative"	"Buses in the White Hart Lane & High Road N17 area may be subject to diversion & delays due to Tottenham Hotspur match"
"negative"	"@gdavies ah! The old Rohypnol in a glass of milk ruse. Your gunna be sore when you wake up tomorrow."
"negative"	"Somebody braiding my hair tomorrow Idc who but if it doesn\u2019t look good I\u2019m taking it out"
"negative"	"BJP doing drama to hide facts\u002c says minister - The government Tuesday accused the Bharatiya Janata Party (BJP) of...http://t.co/GMxmgdR9"
"negative"	"Congress lashes out at BJP over coal block issue: Lashing out at the Bharatiya Janata Party on Wednesday for its... http://t.co/6gOkjIt6"
"negative"	"I hate watching movies like friday after next on VH1 \u002c BET\u002c MTV\u002c& etc. because they take out the bad language -__-. It\u2019s no fun !"
"negative"	"@MarkBinda Sunday night isn\u2019t a big tv night for me. Besides AR\u002c I was watching Army Wives but I heard a rumor it\u2019s not been renewed."
"negative"	"Im not getting on twitter tomorrow because all my TL will consist of is a bunch of girls talking about Justin Beiber #AintGotTimeForThatShit"
"negative"	"Lorax is on for the 3rd time today! Dammit I was tryna hold off on finishing this book\u002c Can\u2019t put it down #Reading"
"negative"	"Steve Emerson on Sun News Network with Michael Coren - Political correctness has damaged all aspects of life :: ... http://t.co/OS5Sy87y via"
"negative"	"@sav_leighh I\u2019m going to VCU tomorrow! And you didn\u2019t come see me? :("
"negative"	"Im sorry but this is the 1st time I saw Hoya unattractive at all hahahaha http://t.co/2AKLFJVt"
"negative"	"I totally forgot Justin Biebers is going to Dallas tomorrow *Loads Up The Ak*"
"negative"	"Heres everybody\u2019s warning nobody better piss me off tomorrow\u002c Idc who you are I\u2019m gonna snap #done #imatmybreakingpoint #canttakethisanymore"
"negative"	"@ChristPA Best friend just arrived in NYC from Australia. Damn it, means I can't watch the two-hour opener of Terra Nova tonight."
"negative"	"hope i get to catch Monday Night Football tonight, havent got to see a game yet.....it's only preseason wk1, but feel like ive missed a lot"
"negative"	"Curtis Painter's finally going to get a shot tonight.  I can't help but root for that guy!"
"negative"	"Peyton Manning ......... NOOOOOOOOOOOOOOOOOOOO!!! If Curtis Painter is starting on Sunday, I am going to lose my shit."
"negative"	"@Plain_Pete yah I know it's on. But it keeps saying Monday night football and says MNF on the scoreboard. I'm just confused bc it's Thursday"
"negative"	"Damn. If I was able to go today I could have watched the advanced screening of Terra Nova :("
"negative"	"#GoTexans v. the dirty #Jets football team on MNF tonight -"
"negative"	"so Verlander is starting tomorrow against the Indians and I HAVE to stay over at work. booooooo"
"negative"	"Weird music mood today . Lots of Hank Williams and Johnny Cash running through the iphone."
"negative"	"Worcestershire? What are you on about? Still coming down from your 1st half high? Worldwide fanbase is something #mcfc don't have! #MUFC"
"negative"	"Man,I want to go fuxs with the homies @Hdashkane @ADdaCAPO @KEN2theFOOL tonite for MNF @ the #Horn but I can't:("
"negative"	"spot price on 14KT gold is $49.08 dwt in Tampa Bay today - crazy that gold is over $1800/ounce - remember when the real price was $300.00.."
"negative"	"@arakha Oooh. Haha. Well unfortunately I really shouldn't watch another tonight. Although I might. But it'd be Blue which will make me"
"negative"	"Aw what the hell Curtis Painter coming in and we give up 3rd and 18 conversion."
"negative"	"Today in the weird, world of musical history...Hank Williams was fired from the Grand Ole Opry and told not to return until he was sober."
"negative"	"RT @HowardErickson: My sons were watching MTV the other night. Looked like an absolute freak show. What happened to Hank Williams, Johnn ..."
"negative"	"@ScoreboardSteve I gave Verlander a slight edge over CC, but after today against Boston, he is no Cy Young material."
"negative"	"@TonyIPI Dead on point.  U couldn't expect to sweep with Verlander pitching...now if u get lucky tomorrow, its gravy and HUGE."
"negative"	"Curtis painter did the curtis Painter last night... a fumble and one walk-in td overthrown by 8 yards."
"negative"	"RT @mob_eman: My Tampa bay bucs gone crush the sorry ass phins tonight"
"negative"	"I fail to see why the Rams are playing TWICE on MNF this Fall-isn't once enough?And their 1st div game isnt til wk9!Un-frickin-real."
"negative"	"@Hopesolofans1 @hopesolo I hope my iPhone gets service tonite to find out about DWTS cause I have no power from the storm. No tv no nuttin"
"negative"	"Lmao RT @HeatherNoel13: Curtis painter looks like the kind of guy who would try to buy beer on Sunday. #scumbag"
"negative"	"Hank Williams & whisky in an empty bar on a Friday.  Really?  I'm that guy now.  Fuck.  Cute bartender but she chats with an off duty one"
"negative"	"RT @Rach_RVX: #Londonriots is trending 3rd worldwide ..... This is NOT something to be proud of United Kingdom!!! Sort it out!!!!"
"negative"	"Today, we found out that Rob Henry tore his ACL, Steve Jobs is stepping down, the Colts signed Kerry Collins, and The Carter 4 leaked."
"negative"	"@stoney16 @JeffMossDSR I'd recommend just turning it off and waiting for Verlander tomorrow."
"negative"	"I'm pisseeedddd that I missed Kid Cudi's show in Dallas, it was trending worldwide that night, &all Im hearing is positive reviews of lolla"
"negative"	"If these runway renovations at the airport prevent me from seeing Taylor Swift on Monday, Bad Blood will have a new meaning."
"negative"	"Bad Blood may have the absolute worst lyricism I've ever heard in my life (regarding Taylors parts) #UsedtobeMadLove #ReallyDeepCut"
"negative"	"My parents are going to the Zac Brown Band concert tomorrow night and I'm so jealous."
"negative"	"The growth of gerontocracy: George Osborne's assault on the young. @NickCohen4  http://t.co/722tfJelDt"
"negative"	"The hidden Budget tax rises George Osborne didn't want you to know about http://t.co/aHTkG4iGUf"
"negative"	"Robbed by George Osborne...while the royals play decoy | Kevin McKenna http://t.co/aDQnPJxNQi"
"negative"	"Boko Haram on Saturday claimed responsibility for attacks in Chad's capital N'Djamena and the Nigerian city of... http://t.co/gwyUpVUYvH"
"negative"	"GEJ needs a public apology from all those that called him the sponsor of Boko Haram.  Every Sunday and Friday is a feast day for Boko Haram."
"negative"	"I remember Chad calling Boko Haram \"school boys\" Vowing to end them in two weeks.. Now he knows what's up  https://t.co/hxSaqlcgoe"
"negative"	"By Joe Hemba DAMATURU, Nigeria, July 10 (Reuters) - Boko Haram islamist militants attacked the northern Nigerian town of Buni Yadi in Yobe"
"negative"	"@BBCNews You know Go Set a Watchman is not being released until tomorrow? Really did not appreciate the spoiler on your website."
"negative"	"Just seen hat somebody tried to sell a baby today -- George Osborne will be charging VAT on them next - at least on the 3rd one"
"negative"	"The Asian girls in the swim suit section for Miss USA are the ones with the worse bodies, c'mon now &gt;_&gt; #itsmissusa #cantyouworkoutmore"
"negative"	"Go figure on Miss USA is talking about bi racial and 1st time immigrants sad how the owner missed up the girls this yr."
"negative"	"It's Sunday, Miss USA is on and all y'all want to tweet about are dicks."
"negative"	"Also just now starting Miss USA so nobody text me about top 5 who wins etc Bc I may kill u"
"negative"	"@KySportsRadio Miss USA pageant questions were epically bad. I think you have your topic for the show tomorrow"
"negative"	"What I'm getting from Miss USA is that you can not answer a question at all and still get 3rd"
"negative"	"totally intended to boycott Miss USA show, but how in the world did Maryland come in 5th?! Three of those other girls gave terrible answers."
"negative"	"Hahaha 2nd place in Miss USA was Miss Texas from @CityofMcAllen , wonder if the organization just placed her there just for being Mexican"
"negative"	"Ugh, it's gonna be so embarrassing to have to go to work tomorrow, having not been being crowned Miss USA tonight."
"negative"	"I madr noprogress my lfe is going downhill actually Kpop ruined the world everything will dje the sun will explodeand Bush will confirm 9/11"
"negative"	"the Miss USA 1st runner up is a Latina woman who volunteers on the border of Mexico &amp; Texas because fuck Donald Trump all over his dumb self"
"negative"	"Talk about post holiday blues.15 seconds of George Osborne's voice undoes all the good of a week in the sun. Personification of a wet Monday"
"negative"	"Just gonna say it: The lyrics in \"Bad Blood\" sound like they were written by a 7th grader. \"Done\" doesn't have two syllables, Taylor."
"negative"	"Harrowingly fawning article about George Osborne (warning: may cause severe nausea) https://t.co/qYQNcyg9f1"
"negative"	"Go Set a Watchman is out tomorrow. This means we can expect to see speed readers on the news.    \"I read it in 45 minutes\" \"Piss off. Now!!\""
"negative"	"I may never read \"Watchman\" after this review. What would be the point? https://t.co/C6G1DUO5RY"
"negative"	"So Watchman is an earlier draft of Mockingbird?? People have been had in getting excited for this. C'mon public, you're better than this."
"negative"	"George Osborne will on Tuesday reject calls for the UK to take part in latest Greek bailout: FT"
"negative"	"@SkyNewsTonight George Osborne must be p***ing himself. Talk about unintended consequences. PMQs will be interesting on Wednesday"
"negative"	"Bumpy road ... George Osborne - \"UK won't help with brigding loan to Greece\" according to The Guardian. http://t.co/HNzyOkMzi3"
"negative"	"Got caught up on sat&amp;sun's paper. Pretty upset that the Lexington Herald-Leader put a Go Set a Watchman spoiler on the front page."
"negative"	"Man behind 5th-grade insults in @RollingStone hot take a \"senior editor\" ... which explains a lot about Rolling Stone http://t.co/7rGAm1ju86"
"negative"	"The Borno state police commissioner, Aderemi Opadokun, on Monday confirmed fresh attacks by the Boko Haram sect... http://t.co/3svj6EGFlP"
"negative"	"Then you add in the guilt factor. Did Harper Lee really want Watchman published? If her 1st draft has been hijacked I'd feel bad reading it."
"negative"	"To all the people who will buy Go Set a Watchman tomorrow:  go buy/read To Kill a Mockingbird instead"
"negative"	"New TV series BBC2 1950h Sunday called 'Smug rich buggers make poorer people beg' I bet George Osborne absolutely loves it"
"negative"	"Taylor Swift's song \"Bad Blood\" may be the most annoying song that's currently playing on the radio #TooRepetitive"
"negative"	"Completely agree. Rolling stone is Such a sell out! Fuck it, you may as well put Paris Hilton on there http://t.co/TaETO1OzBp"
"negative"	"@eatyourkimchi Was there a specific reason you guys stopped doing Kpop Music Monday?  Feel out of touch with KPOP since you stopped. :("
"negative"	"Still can't believe Ryan Braun and Jew Unit were able to beat the 1st test on technicality that his piss was mishandled!"
"negative"	"Road accident is the 2nd highest source of violent death after Boko Haram in Nigeria.Yet,no data to warn citizens @BudgITng #DATARevolution"
"negative"	"Hearing that #ToKillAMockingbird and #GoSetAWatchman have identical passages gives more reason not to read it... Watchman is a 1st draft!"
"negative"	"It's kinda awful when you can relate to that \"Bad Blood\" song. Bc it's my life Monday thru Thursday. I did NOTHING! And if I did tell me!"
"negative"	"Villagers reported 15 persons killed on Tuesday night as Boko Haram fighters returns to the village http://t.co/L9wdK5l1WL"
"negative"	"Kim Kardashian on the cover of Rolling Stone? It's the death of rock'n'roll ... - The Guardian http://t.co/bDjHSXCayn"
"negative"	"Tuesday Attack by Boko Haram militants on Gamgara village, near the town of Bosso, Niger left a dozen people dead, local sources report"
"negative"	"Floyd Mayweather should  buy 1st row for all who beat the hell out of Berto, Berto should buy 1st row for the judge who sent Floyd to jail."
"negative"	"@Jang_VIP 1st/2nd gen Kpop is not their taste ! I'm being sarcastic and say my boys are OLD cause that's what other fandoms say about them"
"negative"	"@bieberscinema @SpikeLSB Who's Deion? That may be worse than the Paul McCartney thing"
"negative"	"I haven't even officially started working at Dunkin yet and I already don't want to go in tomorrow lol"
"negative"	"I'm taking my death tomorrow, Kpop fans make me mad"
"negative"	"Boko Haram are so evil. Even on this sacred day for all muslims, they are carrying out bombings. May the hottest part in hell be for them"
"negative"	"And some fools still believe Boko Haram are Muslims. They kill more Muslims than Christians. How does that make sense? May Allah help us all"
"negative"	"Horrendous, may their souls rest in peace, I hope the govt redoubles their efforts to wipe out Boko Haram. http://t.co/swGOjc44I7"
"negative"	"May God touch the hearts of the Boko Haram insurgents to stop the bloodletting - IBB http://t.co/Spq04FWthv"
"negative"	"News Break Nigeria The British government said on Friday that the Boko Haram insurgency had brought untold misery... http://t.co/9jCY0dNfeN"
"negative"	"You know what sucks about Battleground this Sunday? Dean Ambrose is not booked!!"
"negative"	"If GMB goes after Boko Haram with the same passion he went after Dasuki,the 50+ victims of the Yobe bomb blast on Friday will still be alive"
"negative"	"This nigga finnah get caught off guard, do the illest Randy Orton drop kick from the 7th step son  https://t.co/SYQM9YNQU4"
"negative"	"George Osborne scrapped #CarbonZero housing targets in May because it'd 'never be affordable'. This is a bit awkward. http://t.co/DFIbRB9mG1"
"negative"	"Like Frenchies, the only way George Osborne and May can beat @BoriusJohnson is by cheating &amp; backstabbing.  #samething @mayoroflondon"
"negative"	"@SamEades only because Iron Maiden sat across from us kept looking at me like he wanted to kill me with his awful bare hands."
"negative"	"Moral of the story - don't upset the city!! City watchdog chief quits after George Osborne vote of no confidence  http://t.co/RyOt2Z9186"
"negative"	"Paul Dunne with a birdie putt on the 12th hole and just misses it. Very unlucky. Stays in a share of the lead at -11 with Spieth #TheOpen"
"negative"	"Mark James on bbc says as Paul Dunne is on the 17th tee let's not have anymore British out of bounds. Dunne is irish not British. #typical"
"negative"	"I hope Paul Dunne blows up tomorrow only because UAB beats us in the tourney... #stillnotoverit"
"negative"	"It's a shame it's not a historic march up the 18th on the final Sunday for Paul Dunne. Hopefully he be in as strong a position tomorrow. ..."
"negative"	"If you aren't rooting for Paul Dunne tomorrow in The Open you:   A.  Are not Irish B.  Have no soul"
"negative"	"I guess with DJ it's a Sunday thing and not a final round thing, and Paul Dunne? Are you kidding me? #OpenChampionship"
"negative"	"@notthefakeSVP  who was the dork asking Paul Dunne what will be your thought in the first tee tomorrow. What a stupid question that was"
"negative"	"Dustin Johnson shot the 2nd worst round of anybody in the field on a day where literally almost every player was under par, just awful"
"negative"	"Whether it's the 3rd round or 4th round Dustin Johnson just doesn't like Sunday's in majors!!"
"negative"	"Now that Dustin Johnson's inevitable major Sunday debacle is over, does he go -8 tomorrow since it's Monday?"
"negative"	"Looking at today's play at the #OpenChampionship You can't define Dustin Johnson's round as anything other than a choke. Tied for 2nd worst"
"negative"	"Oddly, Dustin Johnson may be better served to play the final round chasing not being chased. He can play to win, not play NOT to lose."
"negative"	"Must be the worse golfer of all time Irish Amature Paul Dunne teed off 6.43am Thursday scheduled to finish around 7.15pm on Monday!!!"
"negative"	"After 75 today maybe I was wrong about Dustin Johnson getting over US Open collapse. Terrible 3rd RD #OpenChampionship"
"negative"	"Saw it late but Carlos Gomez may have passed Ryan Braun in most hated baseball players"
"negative"	"Dustin Johnson dealt with another major disappointment after shooting +3 &amp; going from leading after 2 at -10 to being tied for 22nd &amp; at -7"
"negative"	".@lamiebony If this's true, resignation will be in order. They may eliminate her in Borno and say it's Boko Haram https://t.co/hF2QK1NNus"
"negative"	"Let me remind you, DAILY TRUST..  MONGUNO: A NO-NONSENSE GENERAL TAKES ON BOKO HARAM  http://t.co/7eBv2Ml4jp"
"negative"	"@BBCSport I feel sorry for Paul Dunne! If he keeps playing the way  hes playing he'll be British by tomorrow evening!! #rockonrockall"
"negative"	"Paul Dunne is Irish not British. I guess BBC will call him Irish if he does not win tomorrow."
"negative"	"Apparently it's not just the final round that makes Dustin Johnson choke it's just Sunday."
"negative"	"@KellyTilghmanGC  After the 2nd round, you did your usual melodramatic spew that Dustin Johnson was in a class of his own. Same old garbage."
"negative"	"@David_Cameron wonder if Bukhari thinks the Muslim patrols in East London, the actions of ISIL, al Qaeda and Boko Haram ALL Muslim  may have"
"negative"	"@courtneybody @bsarwary i seized some in our neighborhood on EID's 2nd day but faced some anger frm their families' side :( so gave thm back"
"negative"	"There's nothing as 3rd day of Eid, relatives. Just don't. Just don't even think about coming to our house. GO EAT ELSEWHERE"
"negative"	"I can't do this 3rd day of Eid and I'm back to work"
"negative"	"Okay, so I may have known some of the sht that happened in Kpop but I guess I went on hiatus because everything was negative and in turn..."
"negative"	"@littlemisseka all is alright Dami... I was in the northeast at height of the Boko Haram challenges... Saw 1st hand the sufferings.."
"negative"	"R&amp;A's handling of the end of round 2 was diabolical. I watched Spieth, Matsuyama and Dustin Johnson early Saturday, very unfair on them."
"negative"	"9 children roasted to death after Boko Haram attack on Cameroonian village: Boko Haram members yesterday July 19th attacked the borde..."
"negative"	"'3rd Day of Eid ul fitar Of 2012'.. that was the Worst day ever of me... !! &amp; this day always remember as Black Day in my Life..  #BlackDay"
"negative"	"Still tired from Eid on Friday, it's a shame I couldn't eat much bc of this nasty germy thing"
"negative"	"@Ezraile I am confused you said you were praying Eid wouldn't be tomorrow."
"negative"	".@redsteeze Well, it's Rolling Stone, so they're probably lying https://t.co/aeNkSRQZ6A"
"negative"	"Not a great start for the amateur Paul Dunne. Imagine having to compose yourself to hit your third ball (5th shot) off the tee on hole 2!"
"negative"	"Dustin Johnson is just a pig with this 3rd and 4th round play"
"negative"	"Who was the idiot pundit on BBC Scotland on Saturday who \"couldn't see past Dustin Johnson\" for The Open and why are they paying him?"
"negative"	"Falling sick on the 3rd day of Eid, missing out all the fun and joy of Eid #sad"
"negative"	"Paul Dunne currently regretting the deal he struck with Satan to finish Sunday in first place. #open2015"
"negative"	"Meanwhile the amateur Paul Dunne has had an epic 4 stroke collapse on the final day of the #BritishOpen. from share of lead to tied for 18th"
"negative"	"@JackJackJohnson  you and  gilinsky will make you give me 567 cardiac arrests, sun missing 4 days to Calibraska"
"negative"	"@sidrakhan222 I am very seriously injerd in a road Accident 2nd day of Eid with my sweet sis :-("
"negative"	"Remember the Rolling Stone rape hoax? The false victim was introduced by an Obama White House task force member http://t.co/lOOXxGZHPt"
"negative"	"Rise to \"unprecedented levels\" in verbal harassment incidents, no mob harassment on 2nd day of Eid: initiative http://t.co/J00zaETT5G #Egypt"
"negative"	"Why are people still talking about Eid, that was so last Friday"
"negative"	"Dean Ambrose's new shirt may be the worst shirt in history."
"negative"	"Every time I read about George Osborne I picture this evil king from the Elm Enchanted Forest http://t.co/wWDjrfUkrj http://t.co/ROB7PVZTW5"
"negative"	"July 21 2015: there is another unwarranted official holiday in Pakistan  although three days of Eid are gone. a wrong decision by the govt."
"negative"	"Eid holidays completely compromised by guests &amp; people I'd rather not interact with. Today is just full of dread. Tomorrow is drudgery."
"negative"	"Floyd Mayweather to fight Andre Berto in September. Nobody cares. Either give Amir Khan or my boy Miguel Cotto a shot before you hang em up."
"negative"	"Sunday was \"National Ice Cream Day,\" and today is \"National Junk Food Day.\"\"National Type 2 Diabetes Life,\" is just around the corner, ppl"
"negative"	"Tv channels,having\"know all' anchors,could not make enough programs to fill 3days of Eid.They kept repeating 1st day programs. What a shame."
"negative"	"Brock Lesnar.. Attacking me on Monday Night Raw was indeed the biggest mistake you've ever made.. Listen here son. This is not The Deadman-"
"negative"	"I can't believe people really like Sharknado enough for them to make a 3rd part. So stupid."
"negative"	"Negotiation with Boko Haram may not be a good idea as it will spark uprising in other parts of the country https://t.co/plADah8UfW"
"negative"	"In a village in the northeast of the country on Tuesday, suspected Boko Haram militants burned down houses,... http://t.co/xF7pebfIdh"
"negative"	"Bad Blood is not a music video it looks like a Pepsi super bowl commercial. It's 5 minutes of cameos to a song with 6th grade lyrics"
"negative"	"@sasakhaise that sucks. I'm forced to listen to Kpop on Thursday class. I guess my cells in brain are going to die out."
"negative"	"National hot dog day is on Thursday and I am sad because me and @amberfayeth  won't be able to celebrate together at Sonic. :("
"negative"	"US State Department is the last to have Eid, were they locked in a basement and couldnt see the Moon? https://t.co/Ng6bZC3Hf8"
"negative"	"You worry about your 2nd amendment america with a nra nut john kasich givin guns like candy its my life i worry about.. wild west mentality."
"negative"	"That black guy Floyd Mayweather is about to fight in September look like he gonna beat his ass lmao"
"negative"	"Uh oh. John Kasich just followed neon Twitter. They may not like what I have to say... #Hannity #WakeUpAmerica"
"negative"	"Shout out to @ZombeaversMovie for being the worst movie since @SharknadoSyfy... Sharknado has a chance to reclaim the title tomorrow..."
"negative"	"@hafshay Well it rained all day on Eid, then second day was hot but then 3rd day and even aj bi its raining so"
"negative"	"Only idiots wont want revelation about Boko Haram. So Dasuki knew the secrets all along but loved killers more?! https://t.co/jYP3CxBlzv"
"negative"	"George Osborne orders Gov departments to draw up plans for a further 40% of cuts by September - the man is gone mad. http://t.co/xW7672KIyh"
"negative"	"Only PTI has vision/foresight for climate related projects, but corrupt media rather talk about IK's Eid with wife.  https://t.co/wb5cCqTKy4"
"negative"	"Do more with less, George Osborne says with talk of 40% more cuts. http://t.co/5Ozob69IX7 You do less with less and guess who suffers?"
"negative"	"It's the 6th day of EId and I still haven't danced at a party, what kind of gay shit is this!?  Some ppl don't really know how to turn up.."
"negative"	"gov. john Kasich has a problem, he is starting LATE in a 15 man field with the first debate coming up on the 6th of aug. he must debate"
"negative"	"Prince George may be a little reptilian fuck who's from a family of inbreds but he's bloody ADORABLE COS HE DRESSES LIKE AN OLD MAN"
"negative"	".@DLoesch @KurtSchlichter Gov John Kasich says \"The sun is going to rise in America again\"  No, the blood of 54,000,000 innocents cries out."
"negative"	"@ImranKhanPTI,Khan sahib,i think its too late.U should be there on 1st,2nd OR 3rd day of Eid.Why u r always late??"
"negative"	"Floyd Mayweather don't even come outside in may so how does he know what the weather is like. Fraud #MeekBeLike"
"negative"	"Boko  Haram just hit Maroua in the Far North Region of Cameroon. 20 dead. May their souls Rest In Peace. We shall... http://t.co/s4cQYRz9u9"
"negative"	"Sharknado 3 comes on tonight. Yes, a movie about a shark tornado has made it to a 3rd movie, and yes, I too have lost all faith in humanity."
"negative"	"dolorous edd would be the kid in 7th grade who nods when ppl talk about nirvana but has no actual idea what it is"
"negative"	"Bad Blood is such a terrible fucking song. I just listened to it for the 1st time and I feel like God took a shit in my ears"
"negative"	"I figured Sharknado was played out at #2 &amp; tonight we get #3?   I won't be watching, just like the 1st 2"
"negative"	"Between Sharknado and this panda eating a frozen cake this has been a terribly distracting day on Twitter. https://t.co/iALjsrP9Ip"
"negative"	"We are closed for the day due to the storm see you tomorrow am at 9:20 on WJXT Channel 4 - National Hot Dog Day."
"negative"	"Dustin Johnson led the British Open at the halfway stage at St Andrews on Saturday on a day that saw one of the worst wind delays in the"
"negative"	"How is it all over already. Ramadan, Eid and Ali's wedding all over.  Back to work tomorrow, back to normal :("
"negative"	"Sharknado 3 Oh Hell No, is that the movies title or just everyone's reaction when they heard a 3rd one was being churned out?"
"negative"	"Janet Street Porter shocks viewers with her comments about Prince George http://t.co/PmxOb4c2uE  Well Done JSP Bang on Right"
"negative"	"I wish I was excited right now for Sharknado 3. But I'm not. I'll catch it later on today, or tomorrow on my DVR."
"negative"	"How did Sharknado get a 3rd film? How did Sharknado even get a film to begin with? Life doesn't make much sense."
"negative"	"I'm gonna watch Sharknado 3 cause I have no tv shows to watch on a Wednesday not cause I enjoy it."
"negative"	"Unfollowing anyone tweeting about Sharknado, may god have mercy on yr soul"
"negative"	"Sorry I can't make it in to work tomorrow got caught in a SHARKNADO"
"negative"	"Why are sports news outlets tweeting about Sharknado? I mean, c'mon. Know it's the dog days, but crikes."
"negative"	"Sharknado is the silliest film franchise so badly produced I cudnt stop laughing through the 2nd, I saw sharks flying n had to call it a day"
"negative"	"Sharknado 3 may be one of the worst movies I have ever seen in my life."
"negative"	"may i just say the lighting in Sharknado 3 could use a little work?????"
"negative"	"Sharknado was funny the first time. We humored them for the 2nd. But a THIRD? Even I'm not enough of a fan of bad movies to watch that shit."
"negative"	"I don't even understand how Sharknado is even a thing, let alone having a 3rd movie. The SE suck, the acting sucks, and it's so dumb I laugh"
"negative"	"I dont understand the obsession with Sharknado.... watched the first two and they sucked. Im sure the 3rd one is just as bad."
"negative"	"@yuu_naoyuki this is the 3rd one. Check Sharknado and Sharknado 2 too. XD it's horrible that it's hilarious. This is a really bad movie."
"negative"	"Sharknado may well be the flat out dumbest thing ever to occupy a TV screen."
"negative"	"So wait, Twitter decides if April lives or dies? It doesn't make sense... But then my husband reminded me this is Sharknado. #Sharknado3"
"negative"	"This #GOP race is seriously getting out of hand. Who in the blue heck is John Kasich? Or red heck, as the case may be here."
"negative"	"@MattFossen @FrankConniff 1st, they did do Plan 9. 2nd, Sharknado is not earnestly bad, it's ironically so. That's why MST3K wouldn't work"
"negative"	"The Great Wall of Sharknado, the 9th Wonder of the World. Oh, HELL NO! #Sharknado3"
"negative"	"I am not in the right frame of mind to attempt to watch Sharknado 3 yet. I may need to start drinking."
"negative"	"#WhitePeople tag is like watching Sharknado in the 3rd dimension."
"negative"	"A 60 mile flame burning hotter than the surface of the sun!?!  Come on Sharknado, that is even ridiculous for you."
